Формат магазина	Магазин	Группа	Номенклатура	Месяц	Кол проданного товара, шт	Сумма продаж, тыс.руб.	Себестоимость продаж, тыс.руб.	Остаток на конец дня среднедневной, шт	Себестоимость остатков на конец дня среднедневная, тыс.руб.
Гипер	Магазин 3	Молочные продукты	Молочные продукты 103	8	16	0,64284	0,52362	3	0,09818
Гипер	Магазин 3	Молочные продукты	Молочные продукты 103	9	32	1,242	0,92342	7	0,22908
Гипер	Магазин 3	Молочные продукты	Молочные продукты 104	7	10	0,26585	0,24695	0	2,84217E-17
Гипер	Магазин 3	Молочные продукты	Молочные продукты 105	7	30	1,17591	0,85918	3	0,09818
Гипер	Магазин 3	Молочные продукты	Молочные продукты 105	8	21	0,81699	0,56464	3	0,09818
Гипер	Магазин 3	Молочные продукты	Молочные продукты 105	9	42	1,60961	1,16222	6	0,17866
Гипер	Магазин 3	Молочные продукты	Молочные продукты 106	7	16	0,65085	0,48572	0	0
Гипер	Магазин 3	Молочные продукты	Молочные продукты 106	8	16	0,65653	0,50922	2	0,05484
Гипер	Магазин 3	Молочные продукты	Молочные продукты 106	9	15	0,60089	0,42305	3	0,11751
Гипер	Магазин 3	Молочные продукты	Молочные продукты 108	7	22	0,89408	0,67374	4	0,15668
Гипер	Магазин 3	Молочные продукты	Молочные продукты 108	8	18	0,68784	0,55231	2	0,05484
Гипер	Магазин 3	Молочные продукты	Молочные продукты 108	9	18	0,72004	0,54056	1	0,03917
Гипер	Магазин 3	Молочные продукты	Молочные продукты 107	7	24	1,95159	1,54377	1	0,07098
Гипер	Магазин 3	Молочные продукты	Молочные продукты 107	8	22	1,78878	1,43376	2	0,13131
Гипер	Магазин 3	Молочные продукты	Молочные продукты 107	9	16	1,29983	1,09663	3	0,17034
Гипер	Магазин 3	Молочные продукты	Молочные продукты 109	7	14	1,14888	0,89787	4	0,28392
Гипер	Магазин 3	Молочные продукты	Молочные продукты 109	8	14	1,16086	0,92982	2	0,14196
Гипер	Магазин 3	Молочные продукты	Молочные продукты 109	9	8	0,65843	0,56784	6	0,34068
Гипер	Магазин 3	Молочные продукты	Молочные продукты 110	7	17	1,41185	1,14276	5	0,3549
Гипер	Магазин 3	Молочные продукты	Молочные продукты 110	8	32	2,63477	2,07966	0	1,13687E-16
Гипер	Магазин 3	Молочные продукты	Молочные продукты 110	9	21	1,67579	1,40538	3	0,17034
Гипер	Магазин 3	Молочные продукты	Молочные продукты 111	7	39	1,80794	1,19504	5	0,1408
Гипер	Магазин 3	Молочные продукты	Молочные продукты 111	8	24	1,20111	0,82104	5	0,2013
Гипер	Магазин 3	Молочные продукты	Молочные продукты 111	9	13	0,61089	0,42658	4	0,11264
Гипер	Магазин 3	Молочные продукты	Молочные продукты 112	7	9	0,40791	0,22662	12	0,37764
Гипер	Магазин 3	Молочные продукты	Молочные продукты 112	8	18	0,80182	0,56646	6	0,18882
Гипер	Магазин 3	Молочные продукты	Молочные продукты 112	9	8	0,37592	0,23918	10	0,2518
Гипер	Магазин 3	Молочные продукты	Молочные продукты 113	7	4	0,18196	0,11764	16	0,4198
Гипер	Магазин 3	Молочные продукты	Молочные продукты 113	8	11	0,41289	0,2939	5	0,1259
Гипер	Магазин 3	Молочные продукты	Молочные продукты 113	9	5	0,23495	0,1259	12	0,30216
Гипер	Магазин 3	Молочные продукты	Молочные продукты 114	7	51	1,87283	1,44146	5	0,15282
Гипер	Магазин 3	Молочные продукты	Молочные продукты 114	8	45	1,66929	1,33754	8	0,21424
Гипер	Магазин 3	Молочные продукты	Молочные продукты 114	9	59	2,22367	1,76449	1	0,03151
Гипер	Магазин 3	Молочные продукты	Молочные продукты 115	7	53	1,93765	1,48556	9	0,27886
Гипер	Магазин 3	Молочные продукты	Молочные продукты 115	8	43	1,58595	1,26506	6	0,16068
Гипер	Магазин 3	Молочные продукты	Молочные продукты 115	9	30	1,146	0,898	4	0,12604
Гипер	Магазин 3	Молочные продукты	Молочные продукты 116	7	33	2,54869	2,02635	9	0,51003
Гипер	Магазин 3	Молочные продукты	Молочные продукты 116	8	46	3,54954	2,83002	2	0,12822
Гипер	Магазин 3	Молочные продукты	Молочные продукты 116	9	64	4,85935	3,87984	7	0,44877
Гипер	Магазин 3	Молочные продукты	Молочные продукты 117	7	19	1,4638	1,20321	10	0,57414
Гипер	Магазин 3	Молочные продукты	Молочные продукты 117	8	29	2,2357	1,74759	8	0,51288
Гипер	Магазин 3	Молочные продукты	Молочные продукты 117	9	51	3,91463	3,06873	2	0,12822
Гипер	Магазин 3	Молочные продукты	Молочные продукты 118	7	22	1,67588	1,33602	5	0,28335
Гипер	Магазин 3	Молочные продукты	Молочные продукты 118	8	48	3,65655	2,92848	5	0,32055
Гипер	Магазин 3	Молочные продукты	Молочные продукты 118	9	47	3,59529	2,83461	3	0,19233
Гипер	Магазин 3	Молочные продукты	Молочные продукты 119	7	11	0,53889	0,44504	5	0,20229
Гипер	Магазин 3	Молочные продукты	Молочные продукты 119	8	11	0,54891	0,44504	1	0,04046
Гипер	Магазин 3	Молочные продукты	Молочные продукты 119	9	4	0,19996	0,16183	4	0,16184
Гипер	Магазин 3	Молочные продукты	Молочные продукты 120	7	11	0,49088	0,36408	3	0,12137
Гипер	Магазин 3	Молочные продукты	Молочные продукты 120	8	12	0,55488	0,41263	5	0,16181
Гипер	Магазин 3	Молочные продукты	Молочные продукты 120	9	6	0,25964	0,19417	7	0,22654
Гипер	Магазин 3	Молочные продукты	Молочные продукты 121	7	27	1,21574	0,90615	6	0,24275
Гипер	Магазин 3	Молочные продукты	Молочные продукты 121	8	19	0,84867	0,66346	5	0,17801
Гипер	Магазин 3	Молочные продукты	Молочные продукты 121	9	16	0,69588	0,53399	5	0,1942
Гипер	Магазин 3	Молочные продукты	Молочные продукты 122	7	12	1,30788	1,03483	4	0,36309
Гипер	Магазин 3	Молочные продукты	Молочные продукты 122	8	12	1,22188	1,03484	2	0,18154
Гипер	Магазин 3	Молочные продукты	Молочные продукты 122	9	20	2,16182	1,81542	4	0,30137
Гипер	Магазин 3	Молочные продукты	Молочные продукты 123	7	13	0,61688	0,52596	3	0,12137
Гипер	Магазин 3	Молочные продукты	Молочные продукты 123	8	17	0,79285	0,62301	2	0,08092
Гипер	Магазин 3	Молочные продукты	Молочные продукты 123	9	16	0,76287	0,53399	4	0,14565
Гипер	Магазин 3	Молочные продукты	Молочные продукты 124	7	19	0,84782	0,67154	7	0,23462
Гипер	Магазин 3	Молочные продукты	Молочные продукты 124	8	8	0,37095	0,27509	3	0,12137
Гипер	Магазин 3	Молочные продукты	Молочные продукты 124	9	9	0,42891	0,31554	4	0,12945
Гипер	Магазин 3	Молочные продукты	Молочные продукты 125	7	31	1,38172	1,14893	3	0,09709
Гипер	Магазин 3	Молочные продукты	Молочные продукты 125	8	29	1,40176	1,06806	2	0,08092
Гипер	Магазин 3	Молочные продукты	Молочные продукты 125	9	33	1,55373	1,09223	5	0,20232
Гипер	Магазин 3	Молочные продукты	Молочные продукты 126	7	13	0,57887	0,4288	4	0,16183
Гипер	Магазин 3	Молочные продукты	Молочные продукты 126	8	14	0,67086	0,53403	3	0,12138
Гипер	Магазин 3	Молочные продукты	Молочные продукты 126	9	11	0,50889	0,38028	6	0,19417
Гипер	Магазин 3	Молочные продукты	Молочные продукты 127	7	10	0,49491	0,40458	4	0,16183
Гипер	Магазин 3	Молочные продукты	Молочные продукты 127	8	7	0,34448	0,28321	2	0,08092
Гипер	Магазин 3	Молочные продукты	Молочные продукты 127	9	8	0,39591	0,32368	3	0,12137
Гипер	Магазин 3	Молочные продукты	Молочные продукты 128	7	37	1,62766	1,27835	8	0,25889
Гипер	Магазин 3	Молочные продукты	Молочные продукты 128	8	20	0,9298	0,71201	4	0,16184
